D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\img\img0069.nii.gz,D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\label\label0069.nii.gz,242,202,202
D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\img\img0070.nii.gz,D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\label\label0070.nii.gz,180,186,186
D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\img\img0071.nii.gz,D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\label\label0071.nii.gz,275,226,226
D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\img\img0072.nii.gz,D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\label\label0072.nii.gz,228,184,184
D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\img\img0073.nii.gz,D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\label\label0073.nii.gz,195,140,140
D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\img\img0074.nii.gz,D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\label\label0074.nii.gz,215,200,200
D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\img\img0075.nii.gz,D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\label\label0075.nii.gz,232,250,250
D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\img\img0076.nii.gz,D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\label\label0076.nii.gz,170,200,200
D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\img\img0077.nii.gz,D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\label\label0077.nii.gz,226,201,201
D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\img\img0078.nii.gz,D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\label\label0078.nii.gz,222,221,221
D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\img\img0079.nii.gz,D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\label\label0079.nii.gz,218,250,250
D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\img\img0080.nii.gz,D:\Projects\OrgansSegment\SegWithPatch\samples\BTCV\Training\label\label0080.nii.gz,238,200,200
